Username,Computer,Lat,Lng,Dynamo Version,Revit Version,IP,City,Country,Packages Installed,Graph Name,Graph Version,Graph Packages,Execution Time,Time Saved,Datetime
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",214,4208878,1550561104767
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",284,1688336,1553420111597
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",View Filter_Create (Version 2.0.2).dyn,1.5.3,"BIMORPH NODES,Lunchbox for Dynamo",872,5650822,1550940930449
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Workset_Batch Create 3D Views for each Workset (Version 2.0.2).dyn,1.6.4,"BIMORPH NODES,DYNAMO UNFOLD",804,3549017,1549764829946
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Workset_Batch Create 3D Views for each Workset (Version 2.0.2).dyn,1.6.4,"BIMORPH NODES,DYNAMO UNFOLD",762,6614073,1551285283633
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",766,3702329,1552676793696
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Sheet_All Sheets Names to Uppercase (Version 2.0.2).dyn,0.6.5,"SteamNodes,DYNAMO UNFOLD",218,2123374,1550127112198
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",686,5211942,1553340800421
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",296,3432099,1550132976741
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",262,4921278,1550658497870
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",836,1879144,1553958008703
LucasS971,NEVETS,27.946610,-160.588390,1.0.1,2018.7.0,54.246.0.0,Dublin,Ireland,"Gill,Long",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",554,2953474,1549861262428
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",233,2190631,1554113876688
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",366,1617255,1553969088325
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",156,2831342,1552953380029
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",455,3816964,1554017029206
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",302,6157778,1553069819794
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",511,1029404,1549360343029
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",512,5035317,1553272593407
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",328,2329742,1552687284274
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",334,4277923,1552943456641
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",959,2498568,1549560345923
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",881,5558289,1550911816033
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",299,3625282,1550294771603
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Filter_Create (Version 2.0.2).dyn,1.5.3,"BIMORPH NODES,Lunchbox for Dynamo",416,3303484,1551623005954
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",212,2328919,1554086630633
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Rooms_Renumber by Level _ Model Line (Version 2.0.2).dyn,0.4.3,"MESH TOOLKIT,Bumblebee",231,3057552,1551959919933
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Room_Center Room Location Point (Version 2.0.2).dyn,0.8.3,"Clockwork for Dynamo",298,6291640,1552869593950
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",678,4670656,1553673829264
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Sheet_All Sheets Names to Uppercase (Version 2.0.2).dyn,0.6.5,"SteamNodes,DYNAMO UNFOLD",733,4350163,1554038393601
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",589,4237297,1552206703632
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Elevation_Change Elevation Crop Line Weight (Version 2.0.2).dyn,0.9.1,"Lunchbox for Dynamo",953,1100871,1553033532832
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",Room Tag_Center on Room Location Point (Version 2.0.2).dyn,1.6.5,"SteamNodes",383,7101228,1550376154397
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",453,1123970,1554410819083
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",258,2372926,1552250263116
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",480,3957673,1554239498980
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",751,5163813,1550241148010
BurksS701,AYNOS,-51.366100,168.473200,2.0.0,2017.0.2,54.251.0.0,Singapore,Singapore,"Coffey,Brewer,Benton,Boyle",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",956,4143683,1549275150653
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",879,3961895,1553005948505
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",900,5591771,1552215676461
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",291,5226712,1553492812656
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",677,5112539,1553479288362
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",Room_Delete all unplaced _ unbounded (Version 2.0.2).dyn,1.3.7,"Lunchbox for Dynamo,MESH TOOLKIT",524,1559966,1551597405140
CharlesM947,EIZNEKCAM,-55.351200,50.536720,2.0.1,2019.7.5,46.51.192.0,Dublin,Ireland,"Olsen,Stokes,Mcgowan,Gill,Benton",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",870,2261738,1550726780798
VinsonT470,NOMIT,42.626860,-116.126860,1.0.1,2018.2.0,54.254.0.0,Singapore,Singapore,"Sweeney,Snyder,Barrett,Hunter",Room_Center Room Location Point (Version 2.0.2).dyn,0.8.3,"Clockwork for Dynamo",417,5349717,1552364715627
VinsonT470,NOMIT,42.626860,-116.126860,1.0.1,2018.2.0,54.254.0.0,Singapore,Singapore,"Sweeney,Snyder,Barrett,Hunter",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",797,7050610,1552198727008
VinsonT470,NOMIT,42.626860,-116.126860,1.0.1,2018.2.0,54.254.0.0,Singapore,Singapore,"Sweeney,Snyder,Barrett,Hunter",View Filter_Create (Version 2.0.2).dyn,1.5.3,"BIMORPH NODES,Lunchbox for Dynamo",427,5173701,1551735641206
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Rooms_Renumber by Level _ Model Line (Version 2.0.2).dyn,0.4.3,"MESH TOOLKIT,Bumblebee",349,4928400,1549487368105
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",167,3474463,1549500620609
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",849,6480212,1551937304549
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",868,1860885,1553760295797
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Room_Center Room Location Point (Version 2.0.2).dyn,0.8.3,"Clockwork for Dynamo",621,4816715,1549431961014
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",770,6427711,1554130608460
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",425,4889063,1553655645784
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",698,2451979,1552202605000
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",291,1285668,1554310242470
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",481,4170193,1553661091853
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",565,6065405,1553458063162
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Rooms_Renumber by Level _ Model Line (Version 2.0.2).dyn,0.4.3,"MESH TOOLKIT,Bumblebee",816,4577358,1550673278000
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",944,2675367,1553125210021
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Elevation_Change Elevation Crop Line Weight (Version 2.0.2).dyn,0.9.1,"Lunchbox for Dynamo",375,2888708,1550027001066
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Sheet_All Sheets Names to Uppercase (Version 2.0.2).dyn,0.6.5,"SteamNodes,DYNAMO UNFOLD",184,4331570,1549579857780
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",285,3694669,1551741961483
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",285,2888234,1552157576233
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",902,3105241,1551696214917
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",982,900360,1551129056044
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",217,2312923,1553920285841
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",895,1873732,1549360653027
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Workset_Batch Create (Version 2.0.2).dyn,0.4.2,"Bumblebee",578,5960536,1554106204712
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",447,2677627,1553679715808
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",909,3344090,1551110135722
LongG146,TTERRAG,3.043070,136.267630,2.0.1,2016.9.9,54.193.0.0,San Francisco,United States,"Howard",Parameter_List All (If COBie Parameters are ticked) (Version 2.0.2).dyn,0.8.6,"Rhythm,MESH TOOLKIT",854,3881868,1549495650057
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",429,3658760,1550693498797
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",View Filter_Create (Version 2.0.2).dyn,1.5.3,"BIMORPH NODES,Lunchbox for Dynamo",425,3329626,1550684264730
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Elevation_Change Elevation Crop Line Weight (Version 2.0.2).dyn,0.9.1,"Lunchbox for Dynamo",235,2370396,1551628857669
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",724,1378796,1552397694643
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",381,3824224,1552670937037
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",662,7096207,1549475693174
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Room_Delete all unplaced _ unbounded (Version 2.0.2).dyn,1.3.7,"Lunchbox for Dynamo,MESH TOOLKIT",203,2963286,1553385325474
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",192,5275962,1549542956729
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",173,3318952,1549235325239
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",789,5537697,1550539185091
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Workset_Batch Create (Version 2.0.2).dyn,0.4.2,"Bumblebee",455,3388486,1551503920541
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Ceiling_Find Room Name (Version 2.0.2).dyn,1.2.9,"SteamNodes",351,2228548,1550150145326
WittU703,CIRLU,50.253290,-157.416910,1.0.1,2019.3.6,176.34.0.0,Tokyo,Japan,"Hart,Curry,Perkins",Parameter_List All (If COBie Parameters are ticked) (Version 2.0.2).dyn,0.8.6,"Rhythm,MESH TOOLKIT",977,6847018,1550042055164
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",190,3676094,1549217678136
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Level_Change Abbreviations (Version 2.0.2).dyn,0.3.5,"MESH TOOLKIT",856,3710142,1551021838944
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Room_Center Room Location Point (Version 2.0.2).dyn,0.8.3,"Clockwork for Dynamo",791,3234979,1551086985225
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",413,1113463,1552506637640
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Revision_Add to Sheet (Version 2.0.2).dyn,0.5.4,"SteamNodes",391,4946102,1549336287975
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",189,5868418,1553796653620
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",694,3457546,1552822567781
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Room Tag_Center on Room Location Point (Version 2.0.2).dyn,1.6.5,"SteamNodes",202,4038168,1552714765364
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",487,1124031,1552333060803
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Workset_Batch Create (Version 2.0.2).dyn,0.4.2,"Bumblebee",364,3570549,1554462955853
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",643,1086150,1553373496149
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",333,6615109,1552950872978
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",819,6861855,1553333761992
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",750,3612000,1549576922735
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",485,901158,1552235908520
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",543,5701195,1554330120664
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",420,6512962,1553332172134
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",557,2399257,1553713958736
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",738,2288800,1549365631579
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",359,5507569,1550163505311
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",752,2669088,1549953763218
ChanO657,RAMO,-30.283710,52.588790,2.0.0,2016.1.6,54.241.0.0,San Francisco,United States,"Gutierrez,Johnson",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",587,5634582,1554414633195
